Order,Topic_Order,Topic,Subtopic,Problem_Name,Difficulty,LeetCode_URL,YouTube_URL
432,16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Shortest common supersequence",Hard,"https://leetcode.com/problems/shortest-common-supersequence/","https://youtu.be/xElxAuBcvsU"
433,16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Distinct subsequences",Hard,"https://leetcode.com/problems/distinct-subsequences/","https://youtu.be/nVG7eTiD2bY"
434,16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Edit distance",Hard,"https://leetcode.com/problems/edit-distance/","https://youtu.be/fJaKO8FbDdo"
435,16,"Dynamic Programming [Patterns and Problems]","DP on Strings","Wildcard matching",Hard,"https://leetcode.com/problems/wildcard-matching/","https://youtu.be/ZmlQ3vgAOMo"
436,16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Best time to buy and sell stock",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock/","https://youtu.be/excAOvwF_Wk"
437,16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Best time to buy and sell stock II",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/","https://youtu.be/nGJmxkUJQGs"
438,16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Best time to buy and sell stock III",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/description/","https://youtu.be/-uQGzhYj8BQ"
439,16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Best time to buy and sell stock IV",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/","https://youtu.be/IV1dHbk5CDc"
440,16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Best Time to Buy and Sell Stock with Cooldown",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/","https://youtu.be/IGIe46xw3YY"
441,16,"Dynamic Programming [Patterns and Problems]","DP on Stocks","Best time to buy and sell stock with transaction fees",Medium,"https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/","https://youtu.be/k4eK-vEmnKg"
442,16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Longest Increasing Subsequence",Medium,"","https://youtu.be/on2hvxBXJH4"
443,16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Print Longest Increasing Subsequence",Medium,"","https://youtu.be/IFfYfonAFGc"
444,16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Longest Increasing Subsequence |(DP-43)",Medium,"","https://youtu.be/on2hvxBXJH4"
445,16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Largest Divisible Subset",Medium,"https://leetcode.com/problems/largest-divisible-subset/","https://youtu.be/gDuZwBW9VvM"
446,16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Longest String Chain",Medium,"https://leetcode.com/problems/longest-string-chain/","https://youtu.be/YY8iBaYcc4g"
447,16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Longest Bitonic Subsequence",Medium,"","https://youtu.be/y4vN0WNdrlg"
448,16,"Dynamic Programming [Patterns and Problems]","DP on LIS","Number of Longest Increasing Subsequences",Medium,"https://leetcode.com/problems/number-of-longest-increasing-subsequence/","https://youtu.be/cKVl1TFdNXg"
449,16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Matrix chain multiplication",Hard,"","https://youtu.be/vRVfmbCFW7Y"
450,16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Matrix Chain Multiplication | Bottom-Up|(DP-49)",Hard,"","https://youtu.be/pDCXsbAw5Cg"
451,16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Minimum cost to cut the stick",Hard,"https://leetcode.com/problems/minimum-cost-to-cut-a-stick/","https://youtu.be/xwomavsC86c"
452,16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Burst balloons",Hard,"https://leetcode.com/problems/burst-balloons/","https://youtu.be/Yz4LlDSlkns"
453,16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Different Ways to Evaluate a Boolean Expression",Medium,"https://leetcode.com/problems/parsing-a-boolean-expression/","https://youtu.be/MM7fXopgyjw"
454,16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Palindrome partitioning II ",Hard,"https://leetcode.com/problems/palindrome-partitioning-ii/","https://youtu.be/_H8V5hJUGd0"
455,16,"Dynamic Programming [Patterns and Problems]","MCM DP | Partition DP","Partition Array for Maximum Sum",Medium,"https://leetcode.com/problems/partition-array-for-maximum-sum/","https://youtu.be/PhWWJmaKfMc"
456,16,"Dynamic Programming [Patterns and Problems]","DP on Squares","Maximum Rectangle Area with all 1's|(DP-55)",Hard,"https://leetcode.com/problems/maximal-rectangle/","https://youtu.be/tOylVCugy9k"
457,16,"Dynamic Programming [Patterns and Problems]","DP on Squares","Count Square Submatrices with All Ones|(DP-56)",Easy,"https://leetcode.com/problems/count-square-submatrices-with-all-ones/","https://youtu.be/auS1fynpnjo"
458,17,"Tries","Theory","Trie Implementation and Operations",Hard,"https://leetcode.com/problems/implement-trie-prefix-tree/","https://www.youtube.com/watch?v=dBGUmUQhjaM&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp"
459,17,"Tries","Problems","Trie Implementation and Advanced Operations",Hard,"",""
460,17,"Tries","Problems","Longest Word with All Prefixes",Medium,"","https://www.youtube.com/watch?v=AWnBa91lThI&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=3"
461,17,"Tries","Problems","Number of distinct substrings in a string",Medium,"","https://www.youtube.com/watch?v=RV0QeTyHZxo&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=4"
462,17,"Tries","Problems","Bit PreRequisites for TRIE Problems",Easy,"","https://youtu.be/5iyuU4hQFrw"
463,17,"Tries","Problems","Maximum XOR of two numbers in an array",Hard,"https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/","https://www.youtube.com/watch?v=EIhAwfHubE8&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=6"
464,17,"Tries","Problems","Maximum Xor with an element from an array",Hard,"https://leetcode.com/problems/maximum-xor-with-an-element-from-array/","https://www.youtube.com/watch?v=Q8LhG9Pi5KM&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=7"
465,18,"Strings","Hard Problems","Minimum number of bracket reversals to make an expression balanced",Hard,"https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/",""
466,18,"Strings","Hard Problems","Count and say",Hard,"https://leetcode.com/problems/count-and-say/",""
467,18,"Strings","Hard Problems","Hashing In Strings | Theory",Easy,"",""
468,18,"Strings","Hard Problems","Rabin Karp Algorithm",Hard,"https://leetcode.com/problems/repeated-string-match/discuss/416144/Rabin-Karp-algorithm-C%2B%2B-implementation",""
469,18,"Strings","Hard Problems","Z function",Hard,"",""
470,18,"Strings","Hard Problems","KMP Algorithm or LPS array",Hard,"https://leetcode.com/problems/implement-strstr/",""
471,18,"Strings","Hard Problems","Shortest Palindrome",Hard,"",""
472,18,"Strings","Hard Problems","Longest happy prefix",Hard,"https://leetcode.com/problems/longest-happy-prefix/",""
473,18,"Strings","Hard Problems","Count Palindromic Subsequences",Medium,"https://leetcode.com/problems/palindromic-substrings/",""
